t,yt
371,11126.37890625
372,11157.7900390625
373,11187.9443359375
374,11224.9619140625
375,11267.681640625
376,11306.4287109375
377,11343.6484375
378,11376.9404296875
379,11408.8447265625
380,11440.8935546875
381,11474.1025390625
382,11509.5419921875
383,11541.1630859375
384,11702.16015625
385,11751.095703125
386,11784.3623046875
387,11817.19140625
388,11847.9248046875
389,11877.30859375
390,11912.3427734375
391,11948.5693359375
392,11983.1201171875
393,12017.9931640625
394,12051.1103515625
395,12081.80859375
396,12114.9609375
397,12150.5703125
398,12184.306640625
399,12219.744140625
400,12253.369140625
401,12288.369140625
402,12322.4326171875
403,12354.9794921875
404,12387.62109375
405,12419.828125
406,12451.2880859375
407,12483.4404296875
408,12516.888671875
409,12549.4404296875
410,12583.265625
411,12618.3671875
412,12653.9970703125
413,12690.56640625
414,12723.681640625
415,12765.1689453125
416,12802.9970703125
417,12838.2197265625
418,12868.5927734375
419,12899.0927734375
420,12930.30078125
421,12962.8916015625
422,12995.7109375
423,13027.8583984375
424,13064.3232421875
425,13101.3671875
426,13136.1650390625
427,13172.2216796875
428,13205.0146484375
429,13238.5478515625
430,13272.6279296875
431,13304.9404296875
432,13334.267578125
433,13363.23828125
434,13395.05859375
435,13429.7109375
436,13465.0546875
437,13497.1943359375
438,13686.3056640625
439,13719.1318359375
440,13751.640625
441,13782.9892578125
442,13817.865234375
443,13850.6103515625
444,13883.748046875
445,13917.6904296875
446,13957.7099609375
447,13991.8076171875
448,14027.1201171875
449,14057.302734375
450,14087.5859375
451,14116.869140625
452,14146.419921875
453,14178.6025390625
454,14206.267578125
455,14232.19140625
456,14257.259765625
457,14284.080078125
458,14311.396484375
459,14339.2431640625
460,14365.3271484375
461,14393.01171875
462,14420.4423828125
463,14449.599609375
464,14475.158203125
465,14503.5927734375
466,14531.037109375
467,14560.607421875
468,14586.7353515625
469,14615.8818359375
470,14650.5068359375
471,14686.1962890625
472,14728.6328125
473,14767.36328125
474,14804.58203125
475,14841.107421875
476,14876.1416015625
477,14911.279296875
478,14946.2041015625
479,14984.02734375
480,15018.9951171875
481,15052.0869140625
482,15086.4833984375
483,15121.7353515625
484,15156.4580078125
485,15192.5419921875
486,15226.2685546875
487,15260.4140625
488,15295.0693359375
489,15331.8828125
490,15364.9814453125
491,15397.3935546875
492,15428.0244140625
493,15462.7353515625
494,15496.0146484375
495,15531.3818359375
496,15566.921875
497,15598.1787109375
498,15631.0126953125
499,15668.328125
500,15702.125
501,15735.6962890625
502,15769.6708984375
503,15806.8173828125
504,15841.171875
505,15871.068359375
506,15900.625
507,15934.0166015625
508,15965.1875
509,15996.37109375
510,16025.265625
511,16061.099609375
512,16096.2646484375
513,16127.6474609375
514,16163.2666015625
515,16197.400390625
516,16233.3662109375
517,16265.6845703125
518,16299.591796875
519,16337.994140625
520,16373.1640625
521,16406.7236328125
522,16443.375
523,16478.2109375
524,16514.5380859375
525,16550.283203125
526,16584.1015625
527,16616.900390625
528,16647.2490234375
529,16682.111328125
530,16718.2900390625
531,16755.67578125
532,16791.638671875
533,16828.0849609375
534,16868.4365234375
535,16905.375
536,16941.0869140625
537,16982.2041015625
538,17023.787109375
539,17068.40625
540,17106.716796875
541,17143.7861328125
542,17179.572265625
543,17219.91015625
544,17255.576171875
545,17295.7802734375
546,17332.1298828125
547,17371.9384765625
548,17413.1923828125
549,17455.2021484375
550,17493.2578125
551,17529.76171875
552,17563.0751953125
553,17598.1884765625
554,17633.607421875
555,17667.7744140625
556,17700.451171875
557,17736.0439453125
558,17768.83203125
559,17806.2109375
560,17844.6240234375
561,17880.2177734375
562,17913.853515625
563,17948.7744140625
564,18136.21484375
565,18170.7900390625
566,18200.9619140625
567,18230.4931640625
568,18264.208984375
569,18295.9150390625
570,18322.0830078125
571,18352.9853515625
572,18383.82421875
573,18412.912109375
574,18444.2158203125
575,18474.3447265625
576,18509.5732421875
577,18547.1513671875
578,18578.8212890625
579,18608.2216796875
580,18643.236328125
581,18684.56640625
582,18721.021484375
583,18758.7421875
584,18796.1953125
585,18834.11328125
586,18868.0048828125
587,18902.5517578125
588,18938.2421875
589,18976.0283203125
590,19009.3017578125
591,19051.4814453125
592,19088.8369140625
593,19127.3095703125
594,19162.671875
595,19192.4541015625
596,19226.6650390625
597,19258.009765625
598,19291.4150390625
599,19327.2841796875
600,19360.3984375
601,19390.8291015625
602,19421.35546875
603,19451.65625
604,19484.8369140625
605,19517.73828125
606,19547.4267578125
607,19577.55078125
608,19607.341796875
609,19638.0966796875
610,19668.1689453125
611,19699.71484375
612,19732.8408203125
613,19785.2763671875
614,19817.45703125
615,19846.9384765625
616,19877.197265625
617,19909.078125
618,19943.6259765625
619,19981.1982421875
620,20017.763671875
621,20055.74609375
622,20090.7802734375
623,20131.57421875
624,20169.4453125
625,20204.5673828125
626,20241.9296875
627,20277.76171875
628,20315.845703125
629,20351.83984375
630,20387.6748046875
631,20422.8115234375
632,20457.861328125
633,20495.4287109375
634,20531.501953125
635,20566.1044921875
636,20600.298828125
637,20637.154296875
638,20668.8203125
639,20700.2978515625
640,20737.2392578125
641,20772.3056640625
642,20808.5205078125
643,20838.8935546875
644,20874.0361328125
645,20907.7578125
646,20944.6416015625
647,20979.880859375
648,21012.224609375
649,21047.4912109375
650,21085.9130859375
651,21122.888671875
652,21158.6162109375
653,21194.8740234375
654,21231.1171875
655,21265.1123046875
656,21296.7236328125
657,21331.0615234375
658,21367.3896484375
659,21402.7080078125
660,21433.4423828125
661,21468.31640625
662,21505.06640625
663,21539.9345703125
664,21571.185546875
665,21606.9189453125
666,21643.232421875
667,21677.91796875
668,21718.14453125
669,21754.59375
670,21790.1318359375
671,21824.3046875
672,22120.671875
673,22355.0107421875
674,22376.201171875
675,22384.9765625
676,22392.1865234375
677,22402.4599609375
678,22405.673828125
679,22409.154296875
680,22410.7275390625
681,22412.779296875
682,22415.8740234375
683,22418.9111328125
684,22420.494140625
685,22423.5859375
686,22425.1044921875
687,22427.1240234375
688,22430.2705078125
689,22431.96875
690,22435.57421875
691,22437.4267578125
692,22440.521484375
693,22442.0400390625
694,22445.0771484375
695,22448.2236328125
696,22449.7421875
697,22451.318359375
698,22454.35546875
699,22456.111328125
700,22459.2578125
701,22462.294921875
702,22464.2509765625
703,22467.2880859375
704,22468.861328125
705,22471.953125
706,22473.4716796875
707,22474.990234375
708,22478.0849609375
709,22479.603515625
710,22482.6953125
711,22484.2138671875
712,22487.5771484375
713,22489.4794921875
714,22492.8486328125
715,22494.3671875
716,22496.2666015625
717,22497.83984375
718,22501.1142578125
719,22504.2607421875
720,22507.3525390625
721,22510.3896484375
722,22512.3525390625
723,22515.447265625
724,22517.0751953125
725,22523.490234375
726,22556.7978515625
727,22563.279296875
728,22567.892578125
729,22569.8642578125
730,22573.2353515625
731,22574.75390625
732,22577.791015625
733,22579.3671875
734,22582.513671875
735,22585.55078125
736,22592.6748046875
737,22595.041015625
738,22598.1904296875
739,22599.763671875
740,22603.345703125
741,22619.5576171875
742,22631.037109375
743,22637.998046875
744,22647.533203125
745,22660.1376953125
746,22665.869140625
747,22669.255859375
748,22675.4462890625
749,22707.775390625
750,22722.5849609375
751,22747.1708984375
752,22766.435546875
753,22808.2841796875
754,22826.884765625
755,22843.46875
756,22859.189453125
757,22875.181640625
758,22885.98046875
759,22896.4921875
760,22906.6513671875
761,22918.2255859375
762,22929.3359375
763,22940.3515625
764,22950.5673828125
765,22960.7265625
766,22971.865234375
767,22982.46484375
768,22993.423828125
769,23003.923828125
770,23014.41015625
771,23024.978515625
772,23035.2080078125
773,23054.8671875
774,23076.896484375
775,23104.2919921875
776,23127.1416015625
777,23148.728515625
778,23170.3232421875
779,23193.8515625
780,23217.421875
781,23241.11328125
782,23263.69921875
783,23293.83203125
784,23332.6025390625
785,23358.7158203125
786,23390.8330078125
787,23417.337890625
788,23444.564453125
789,23472.49609375
790,23502.69921875
791,23553.3125
792,23580.4775390625
793,23608.2333984375
794,23635.3740234375
795,23662.5244140625
796,23688.6376953125
797,23714.6044921875
798,23741.779296875
799,23770.52734375
800,23797.5185546875
801,23824.6611328125
802,23852.0458984375
803,23882.494140625
804,23923.2255859375
805,23954.986328125
806,23991.8818359375
807,24026.2841796875
808,24055.4306640625
809,24085.10546875
810,24113.6796875
811,24140.7353515625
812,24167.78125
813,24194.7001953125
814,24221.552734375
815,24249.0234375
816,24275.689453125
817,24304.759765625
818,24336.984375
819,24369.3388671875
820,24404.0087890625
821,24437.41015625
822,24473.1171875
823,24504.515625
824,24540.54296875
825,24575.443359375
826,24609.857421875
827,24645.8466796875
828,24686.583984375
829,24720.71484375
830,24755.8046875
831,24788.1904296875
832,24822.544921875
833,24857.3603515625
834,24886.7314453125
835,24919.4033203125
836,24953.982421875
837,24987.439453125
838,25023.958984375
839,25058.509765625
840,25091.8076171875
841,25126.6669921875
842,25159.7431640625
843,25197.216796875
844,25230.2939453125
845,25264.20703125
846,25300.1533203125
847,25336.384765625
848,25368.86328125
849,25403.9443359375
850,25438.068359375
851,25478.02734375
852,25516.541015625
853,25555.4658203125
854,25589.287109375
855,25622.1943359375
856,25652.544921875
857,25682.8798828125
858,25715.36328125
859,25744.1962890625
860,25770.40625
861,25800.0068359375
862,25825.3994140625
863,25851.373046875
864,25877.5146484375
865,25904.3837890625
866,25931.169921875
867,25957.24609375
868,25983.595703125
869,26012.8896484375
870,26040.9033203125
871,26071.587890625
872,26101.0478515625
873,26130.1728515625
874,26161.255859375
875,26191.5556640625
876,26222.8046875
877,26250.099609375
878,26278.955078125
879,26307.169921875
880,26334.080078125
881,26361.2314453125
882,26389.958984375
883,26418.9765625
884,26451.0966796875
885,26482.8623046875
886,26516.998046875
887,26551.6904296875
888,26589.1982421875
889,26620.7548828125
890,26651.76171875
891,26684.24609375
892,26718.255859375
893,26751.212890625
894,26785.0361328125
895,26821.3505859375
896,26857.6416015625
897,26890.634765625
898,26924.7529296875
899,26960.60546875
900,26992.91796875
901,27024.708984375
902,27055.8798828125
903,27090.2509765625
904,27125.2314453125
905,27160.1416015625
906,27199.2158203125
907,27239.2412109375
908,27274.5732421875
909,27309.83203125
910,27345.7666015625
911,27378.05859375
912,27408.7568359375
913,27440.6123046875
914,27470.181640625
915,27502.2119140625
916,27537.638671875
917,27566.8564453125
918,27596.5322265625
919,27621.8701171875
920,27648.3291015625
921,27673.3486328125
922,27699.857421875
923,27727.357421875
924,27754.7529296875
925,27783.841796875
926,27813.646484375
927,27843.3408203125
928,27875.3876953125
929,27903.8388671875
930,27933.66796875
931,27962.279296875
932,27991.3994140625
933,28022.798828125
934,28057.4208984375
935,28095.509765625
936,28127.8486328125
937,28158.3486328125
938,28190.73828125
939,28221.037109375
940,28256.017578125
941,28297.2763671875
942,28337.0478515625
943,28369.037109375
944,28402.880859375
945,28435.9599609375
946,28469.7958984375
947,28504.0576171875
948,28540.005859375
949,28576.8134765625
950,28615.2255859375
951,28651.541015625
952,28683.7880859375
953,28719.5166015625
954,28752.0732421875
955,28789.185546875
956,28825.8486328125
957,28862.185546875
958,28896.9423828125
959,28936.4794921875
960,28970.1630859375
961,29002.05078125
962,29031.5908203125
963,29163.0673828125
964,29242.48046875
965,29271.5
966,29299.4169921875
967,29349.86328125
968,29383.5009765625
969,29415.4208984375
970,29452.2470703125
971,29482.58203125
972,29512.4453125
973,29543.0712890625
974,29572.2841796875
975,29598.466796875
976,29625.166015625
977,29653.5849609375
978,29682.57421875
979,29711.0185546875
980,29742.0224609375
981,29774.08203125
982,29805.6884765625
983,29836.6728515625
984,29872.478515625
985,29902.525390625
986,29936.447265625
987,29969.6416015625
988,29999.6669921875
989,30029.501953125
990,30062.22265625
991,30095.4365234375
992,30126.904296875
993,30162.8720703125
994,30197.9189453125
995,30232.390625
996,30265.5654296875
997,30299.3642578125
998,30333.021484375
999,30362.3955078125
1000,30393.3740234375
1001,30424.2060546875
1002,30455.57421875
1003,30485.576171875
1004,30515.2392578125
1005,30545.359375
1006,30576.33203125
1007,30605.4033203125
1008,30635.58984375
1009,30670.259765625
1010,30708.779296875
1011,30742.7802734375
1012,30787.580078125
1013,30822.28515625
1014,30853.595703125
1015,30884.955078125
1016,30916.443359375
1017,30951.716796875
1018,30983.025390625
1019,31013.1630859375
1020,31043.1455078125
1021,31073.451171875
1022,31108.1015625
1023,31140.0146484375
1024,31169.927734375
1025,31200.00390625
1026,31229.5185546875
1027,31260.056640625
1028,31288.5771484375
1029,31320.841796875
1030,31351.1650390625
1031,31379.4716796875
1032,31406.6533203125
1033,31435.0439453125
1034,31462.26171875
1035,31490.515625
1036,31517.4794921875
1037,31546.8525390625
1038,31577.0703125
1039,31607.7783203125
1040,31640.1552734375
1041,31672.1884765625
1042,31701.9111328125
1043,31733.21875
1044,31765.712890625
1045,31803.1064453125
1046,31838.6416015625
1047,31871.5546875
1048,31907.27734375
1049,31943.5556640625
1050,31977.8720703125
1051,32011.23828125
1052,32046.103515625
1053,32077.9423828125
1054,32111.4091796875
1055,32147.052734375
1056,32182.78125
1057,32215.64453125
1058,32247.59375
1059,32283.78125
1060,32318.3583984375
1061,32349.423828125
1062,32383.80078125
1063,32417.962890625
1064,32455.38671875
1065,32491.3564453125
1066,32528.4677734375
1067,32566.7880859375
1068,32602.63671875
1069,32637.451171875
1070,32675.625
1071,32714.443359375
1072,32751.5234375
1073,32787.6796875
1074,32820.123046875
1075,32856.4423828125
1076,32891.921875
1077,32924.244140625
1078,32954.3544921875
1079,32983.185546875
1080,33011.359375
1081,33042.990234375
1082,33076.2431640625
1083,33108.8134765625
1084,33137.845703125
1085,33167.2255859375
1086,33199.0458984375
1087,33233.5859375
1088,33263.923828125
1089,33297.7197265625
1090,33329.9384765625
1091,33367.1923828125
1092,33398.974609375
1093,33432.62109375
1094,33465.365234375
1095,33497.279296875
1096,33529.7880859375
1097,33563.11328125
1098,33598.2470703125
1099,33629.6455078125
1100,33662.7314453125
1101,33695.71484375
1102,33728.1181640625
1103,33760.7724609375
1104,33792.3505859375
1105,33827.5205078125
1106,33864.52734375
1107,33899.1845703125
1108,33934.0146484375
1109,33963.486328125
1110,33993.71484375
1111,34200.01171875
1112,34229.80859375
1113,34262.09375
1114,34292.0380859375
1115,34318.373046875
1116,34345.7001953125
1117,34372.9462890625
1118,34398.6689453125
1119,34423.8603515625
1120,34451.240234375
1121,34484.0390625
1122,34514.7802734375
1123,34543.0322265625
1124,34574.9462890625
1125,34607.056640625
1126,34638.8037109375
1127,34672.458984375
1128,34702.876953125
1129,34733.962890625
1130,34762.6455078125
1131,34781.0068359375
1132,34794.5390625
1133,34808.7431640625
1134,34822.578125
1135,34836.51953125
1136,34850.728515625
1137,34865.0869140625
1138,34883.5546875
1139,34904.7421875
1140,34924.9697265625
1141,34945.2646484375
1142,34965.49609375
1143,34985.892578125
1144,35006.9560546875
1145,35039.7099609375
1146,35061.9033203125
1147,35084.783203125
1148,35109.234375
1149,35136.7578125
1150,35159.9931640625
1151,35185.630859375
1152,35210.4169921875
1153,35235.8154296875
1154,35261.2822265625
1155,35287.142578125
1156,35312.2001953125
1157,35337.6123046875
1158,35363.60546875
1159,35390.185546875
1160,35417.22265625
1161,35444.19921875
1162,35470.447265625
1163,35497.365234375
1164,35523.5107421875
1165,35549.716796875
1166,35575.8291015625
1167,35602.12109375
1168,35628.0517578125
1169,35655.736328125
1170,35682.8193359375
1171,35709.490234375
1172,35736.267578125
1173,35763.5185546875
1174,35789.7861328125
1175,35821.4794921875
1176,35852.701171875
1177,35879.2900390625
1178,35906.12890625
1179,35932.6884765625
1180,35959.873046875
1181,35988.0830078125
1182,36017.1669921875
1183,36044.810546875
1184,36071.7919921875
1185,36098.5810546875
1186,36125.53515625
1187,36156.0712890625
1188,36188.5615234375
1189,36224.43359375
1190,36259.421875
1191,36293.34765625
1192,36331.51171875
1193,36367.3212890625
1194,36402.4130859375
1195,36432.2744140625
1196,36463.751953125
1197,36658.5400390625
1198,36691.0341796875
1199,36728.1796875
