t,yt
491,211929.0
492,211929.0
493,211929.0
494,211961.0
495,213509.0
496,213509.0
497,213509.0
498,213509.0
499,214864.0
500,215198.0
501,215198.0
502,215198.0
503,215198.0
504,215502.0
505,216771.0
506,216771.0
507,216771.0
508,216771.0
509,216771.0
510,218355.0
511,218355.0
512,218355.0
513,218355.0
514,219781.0
515,219879.0
516,219879.0
517,219879.0
518,219879.0
519,222029.0
520,222029.0
521,222030.0
522,222030.0
523,222030.0
524,222030.0
525,222030.0
526,222030.0
527,224724.0
528,224724.0
529,224724.0
530,224724.0
531,224724.0
532,224724.0
533,224724.0
534,226522.0
535,226522.0
536,226522.0
537,226522.0
538,226522.0
539,227694.0
540,228201.0
541,228201.0
542,228201.0
543,228201.0
544,229751.0
545,229751.0
546,229751.0
547,229751.0
548,229751.0
549,231379.0
550,231379.0
551,231379.0
552,231379.0
553,231942.0
554,233095.0
555,233095.0
556,233095.0
557,233095.0
558,233766.0
559,235245.0
560,235245.0
561,235245.0
562,235245.0
563,235246.0
564,235246.0
565,235246.0
566,235246.0
567,237854.0
568,237854.0
569,237854.0
570,237854.0
571,237854.0
572,237854.0
573,239254.0
574,239259.0
575,239259.0
576,240667.0
577,240667.0
578,240667.0
579,240667.0
580,240667.0
581,240667.0
582,242262.0
583,242262.0
584,242262.0
585,242262.0
586,242262.0
587,243973.0
588,243973.0
589,243974.0
590,243974.0
591,243974.0
592,245636.0
593,245636.0
594,245636.0
595,245636.0
596,246974.0
597,246974.0
598,246974.0
599,246974.0
600,246974.0
601,248416.0
602,248530.0
603,248530.0
604,250308.0
605,253166.0
606,259532.0
607,261626.0
608,263646.0
609,263956.0
610,265416.0
611,265416.0
612,267338.0
613,267646.0
614,267646.0
615,267646.0
616,267646.0
617,269529.0
618,269529.0
619,269529.0
620,269529.0
621,269530.0
622,271355.0
623,271355.0
624,271797.0
625,271797.0
626,271797.0
627,273591.0
628,273911.0
629,273911.0
630,273911.0
631,273911.0
632,273911.0
633,273911.0
634,275821.0
635,275821.0
636,275821.0
637,275821.0
638,276409.0
639,278317.0
640,278317.0
641,278317.0
642,278317.0
643,278319.0
644,280341.0
645,280341.0
646,280341.0
647,280341.0
648,280341.0
649,280341.0
650,282276.0
651,282276.0
652,282276.0
653,282276.0
654,284427.0
655,284427.0
656,284427.0
657,284427.0
658,284427.0
659,286382.0
660,286382.0
661,288496.0
662,288496.0
663,288500.0
664,288501.0
665,288501.0
666,289664.0
667,290118.0
668,290118.0
669,290118.0
670,290118.0
671,290118.0
672,290118.0
673,290118.0
674,290118.0
675,291945.0
676,291945.0
677,291945.0
678,291945.0
679,291945.0
680,291945.0
681,291945.0
682,291945.0
683,291945.0
684,291946.0
685,294421.0
686,294421.0
687,294421.0
688,294421.0
689,294421.0
690,294421.0
691,294421.0
692,294421.0
693,294421.0
694,294422.0
695,294439.0
696,294439.0
697,294440.0
698,294440.0
699,296413.0
700,296413.0
701,296413.0
702,296413.0
703,296413.0
704,296413.0
705,296414.0
706,296414.0
707,296414.0
708,296414.0
709,296414.0
710,296414.0
711,296414.0
712,296414.0
713,296414.0
714,296414.0
715,298752.0
716,298752.0
717,298752.0
718,298753.0
719,298753.0
720,298753.0
721,298753.0
722,298753.0
723,298754.0
724,298754.0
725,298754.0
726,298754.0
727,298754.0
728,298754.0
729,298754.0
730,298754.0
731,298754.0
732,298754.0
733,298754.0
734,298754.0
735,298755.0
736,298755.0
737,298755.0
738,298755.0
739,298755.0
740,300325.0
741,300325.0
742,300325.0
743,300325.0
744,300325.0
745,302442.0
746,302442.0
747,302442.0
748,302443.0
749,302443.0
750,302443.0
751,302443.0
752,305169.0
753,305173.0
754,305180.0
755,305180.0
756,305180.0
757,305180.0
758,305180.0
759,307021.0
760,307021.0
761,307021.0
762,307021.0
763,307022.0
764,308446.0
765,308446.0
766,308446.0
767,308446.0
768,308446.0
769,310596.0
770,310596.0
771,310597.0
772,310597.0
773,311048.0
774,311646.0
775,313180.0
776,313180.0
777,313180.0
778,313180.0
779,313180.0
780,314841.0
781,314841.0
782,314841.0
783,314841.0
784,314841.0
785,316992.0
786,316992.0
787,316992.0
788,317533.0
789,318103.0
790,319424.0
791,319424.0
792,319424.0
793,320972.0
794,320972.0
795,322323.0
796,323973.0
797,323973.0
798,323973.0
799,323973.0
800,325651.0
801,325651.0
802,327279.0
803,327796.0
804,327807.0
805,329505.0
806,329505.0
807,331186.0
808,331186.0
809,332867.0
810,332867.0
811,334366.0
812,334366.0
813,334366.0
814,334366.0
815,334366.0
816,334366.0
817,336039.0
818,336039.0
819,336039.0
820,336039.0
821,336039.0
822,338164.0
823,338164.0
824,338164.0
825,338164.0
826,339867.0
827,339867.0
828,339868.0
829,339868.0
830,339868.0
831,341532.0
832,341532.0
833,341533.0
834,341533.0
835,341533.0
836,341533.0
837,342950.0
838,342951.0
839,342951.0
840,342951.0
841,343350.0
842,344564.0
843,344565.0
844,344565.0
845,344565.0
846,346204.0
847,346204.0
848,346204.0
849,346204.0
850,346204.0
851,348889.0
852,348889.0
853,348889.0
854,348889.0
855,348889.0
856,348889.0
857,348889.0
858,348889.0
859,350840.0
860,350840.0
861,350840.0
862,350840.0
863,350840.0
864,350840.0
865,350840.0
866,352512.0
867,352512.0
868,352513.0
869,352513.0
870,352513.0
871,354066.0
872,354066.0
873,354066.0
874,354066.0
875,354066.0
876,355668.0
877,355668.0
878,355668.0
879,355668.0
880,355668.0
881,357957.0
882,357957.0
883,357958.0
884,357958.0
885,357958.0
886,359649.0
887,359649.0
888,359649.0
889,359649.0
890,359649.0
891,361361.0
892,361361.0
893,361361.0
894,361361.0
895,361361.0
896,363039.0
897,363039.0
898,363039.0
899,363039.0
900,363039.0
901,363995.0
902,364726.0
903,364731.0
904,364735.0
905,364737.0
906,366587.0
907,366587.0
908,366587.0
909,366587.0
910,366587.0
911,366587.0
912,368795.0
913,368795.0
914,368795.0
915,368795.0
916,370441.0
917,370441.0
918,370442.0
919,370442.0
920,370442.0
921,371955.0
922,371956.0
923,371956.0
924,371956.0
925,371956.0
926,373510.0
927,373510.0
928,373510.0
929,373510.0
930,373510.0
931,375339.0
932,375339.0
933,375340.0
934,375340.0
935,375340.0
936,376946.0
937,376946.0
938,376946.0
939,376946.0
940,376946.0
941,379158.0
942,379158.0
943,379159.0
944,379159.0
945,379159.0
946,379159.0
947,380846.0
948,380846.0
949,380846.0
950,380846.0
951,382186.0
952,382186.0
953,382186.0
954,382186.0
955,383859.0
956,383859.0
957,383860.0
958,383860.0
959,383860.0
960,383860.0
961,384996.0
962,385545.0
963,385546.0
964,385546.0
965,387385.0
966,387385.0
967,387385.0
968,387385.0
969,387385.0
970,389587.0
971,389587.0
972,389587.0
973,389587.0
974,389587.0
975,389587.0
976,391233.0
977,391233.0
978,391233.0
979,391233.0
980,392924.0
981,392924.0
982,392924.0
983,392924.0
984,392924.0
985,394627.0
986,394627.0
987,394627.0
988,394627.0
989,394627.0
990,394627.0
991,396732.0
992,396732.0
993,396732.0
994,396732.0
995,396732.0
996,396732.0
997,396732.0
998,396732.0
999,396732.0
